accession	accession_version	strain	date	region	country	division	location	length	host	is_lab_host	date_released	date_updated	sra_accessions	authors	abbr_authors	institution
HW270179	HW270179.1	HW270179	XXXX-XX-XX					765			2013-10-16	2013-10-16		Haller,A.,Tang,R.,Fouchier,R.A.M.,Hoogen,B.G.V.D.,Osterhaus,A.D.M.E.	Haller et al.	
HW270180	HW270180.1	HW270180	XXXX-XX-XX					1185			2013-10-16	2013-10-16		Haller,A.,Tang,R.,Fouchier,R.A.M.,Hoogen,B.G.V.D.,Osterhaus,A.D.M.E.	Haller et al.	
HW270181	HW270181.1	HW270181	XXXX-XX-XX					1185			2013-10-16	2013-10-16		Haller,A.,Tang,R.,Fouchier,R.A.M.,Hoogen,B.G.V.D.,Osterhaus,A.D.M.E.	Haller et al.	
HW270182	HW270182.1	HW270182	XXXX-XX-XX					1185			2013-10-16	2013-10-16		Haller,A.,Tang,R.,Fouchier,R.A.M.,Hoogen,B.G.V.D.,Osterhaus,A.D.M.E.	Haller et al.	
HW270183	HW270183.1	HW270183	XXXX-XX-XX					1185			2013-10-16	2013-10-16		Haller,A.,Tang,R.,Fouchier,R.A.M.,Hoogen,B.G.V.D.,Osterhaus,A.D.M.E.	Haller et al.	
HW270184	HW270184.1	HW270184	XXXX-XX-XX					885			2013-10-16	2013-10-16		Haller,A.,Tang,R.,Fouchier,R.A.M.,Hoogen,B.G.V.D.,Osterhaus,A.D.M.E.	Haller et al.	
HW270185	HW270185.1	HW270185	XXXX-XX-XX					885			2013-10-16	2013-10-16		Haller,A.,Tang,R.,Fouchier,R.A.M.,Hoogen,B.G.V.D.,Osterhaus,A.D.M.E.	Haller et al.	
HW270186	HW270186.1	HW270186	XXXX-XX-XX					885			2013-10-16	2013-10-16		Haller,A.,Tang,R.,Fouchier,R.A.M.,Hoogen,B.G.V.D.,Osterhaus,A.D.M.E.	Haller et al.	
HW270187	HW270187.1	HW270187	XXXX-XX-XX					885			2013-10-16	2013-10-16		Haller,A.,Tang,R.,Fouchier,R.A.M.,Hoogen,B.G.V.D.,Osterhaus,A.D.M.E.	Haller et al.	
HW270188	HW270188.1	HW270188	XXXX-XX-XX					552			2013-10-16	2013-10-16		Haller,A.,Tang,R.,Fouchier,R.A.M.,Hoogen,B.G.V.D.,Osterhaus,A.D.M.E.	Haller et al.	
HW270189	HW270189.1	HW270189	XXXX-XX-XX					540			2013-10-16	2013-10-16		Haller,A.,Tang,R.,Fouchier,R.A.M.,Hoogen,B.G.V.D.,Osterhaus,A.D.M.E.	Haller et al.	
HW270190	HW270190.1	HW270190	XXXX-XX-XX					534			2013-10-16	2013-10-16		Haller,A.,Tang,R.,Fouchier,R.A.M.,Hoogen,B.G.V.D.,Osterhaus,A.D.M.E.	Haller et al.	
HW270191	HW270191.1	HW270191	XXXX-XX-XX					534			2013-10-16	2013-10-16		Haller,A.,Tang,R.,Fouchier,R.A.M.,Hoogen,B.G.V.D.,Osterhaus,A.D.M.E.	Haller et al.	
HW287443	HW287443.1	HW287443	XXXX-XX-XX					30			2013-10-29	2013-10-29		Laurent,A.,Bernal-mendez,E.,Laayoun,A.	Laurent et al.	
HW287444	HW287444.1	HW287444	XXXX-XX-XX					28			2013-10-29	2013-10-29		Laurent,A.,Bernal-mendez,E.,Laayoun,A.	Laurent et al.	
HW287445	HW287445.1	HW287445	XXXX-XX-XX					38			2013-10-29	2013-10-29		Laurent,A.,Bernal-mendez,E.,Laayoun,A.	Laurent et al.	
HW287446	HW287446.1	HW287446	XXXX-XX-XX					27			2013-10-29	2013-10-29		Laurent,A.,Bernal-mendez,E.,Laayoun,A.	Laurent et al.	
HW287447	HW287447.1	HW287447	XXXX-XX-XX					30			2013-10-29	2013-10-29		Laurent,A.,Bernal-mendez,E.,Laayoun,A.	Laurent et al.	
HW287448	HW287448.1	HW287448	XXXX-XX-XX					28			2013-10-29	2013-10-29		Laurent,A.,Bernal-mendez,E.,Laayoun,A.	Laurent et al.	
HW287449	HW287449.1	HW287449	XXXX-XX-XX					59			2013-10-29	2013-10-29		Laurent,A.,Bernal-mendez,E.,Laayoun,A.	Laurent et al.	
HW287450	HW287450.1	HW287450	XXXX-XX-XX					27			2013-10-29	2013-10-29		Laurent,A.,Bernal-mendez,E.,Laayoun,A.	Laurent et al.	
HW287451	HW287451.1	HW287451	XXXX-XX-XX					56			2013-10-29	2013-10-29		Laurent,A.,Bernal-mendez,E.,Laayoun,A.	Laurent et al.	
HW287452	HW287452.1	HW287452	XXXX-XX-XX					38			2013-10-29	2013-10-29		Laurent,A.,Bernal-mendez,E.,Laayoun,A.	Laurent et al.	
HW430494	HW430494.1	HW430494	XXXX-XX-XX					36			2014-05-28	2014-05-28		Jong,J.C.D.,Fouchier,R.A.M.,Hoogen,B.G.V.D.,Osterhaus,A.D.M.E.,Groen,J.	Jong et al.	
JA250462	JA250462.1	JA250462	XXXX-XX-XX					1620			2011-04-26	2011-04-26		BLAIS,N.,RHEAULT,P.,VAN-SCHERPENZEEL-THIM,V.,VASSILEV,V.	BLAIS et al.	
JA417608	JA417608.1	JA417608	XXXX-XX-XX					30			2011-09-11	2011-09-11		BERNAL-MENDEZ,E.,LAAYOUN,A.,LAURENT,A.	BERNAL-MENDEZ et al.	
JA417609	JA417609.1	JA417609	XXXX-XX-XX					28			2011-09-11	2011-09-11		BERNAL-MENDEZ,E.,LAAYOUN,A.,LAURENT,A.	BERNAL-MENDEZ et al.	
JA417610	JA417610.1	JA417610	XXXX-XX-XX					38			2011-09-11	2011-09-11		BERNAL-MENDEZ,E.,LAAYOUN,A.,LAURENT,A.	BERNAL-MENDEZ et al.	
JA417611	JA417611.1	JA417611	XXXX-XX-XX					27			2011-09-11	2011-09-11		BERNAL-MENDEZ,E.,LAAYOUN,A.,LAURENT,A.	BERNAL-MENDEZ et al.	
JA417612	JA417612.1	JA417612	XXXX-XX-XX					30			2011-09-11	2011-09-11		BERNAL-MENDEZ,E.,LAAYOUN,A.,LAURENT,A.	BERNAL-MENDEZ et al.	
JA417613	JA417613.1	JA417613	XXXX-XX-XX					28			2011-09-11	2011-09-11		BERNAL-MENDEZ,E.,LAAYOUN,A.,LAURENT,A.	BERNAL-MENDEZ et al.	
JA417614	JA417614.1	JA417614	XXXX-XX-XX					59			2011-09-11	2011-09-11		BERNAL-MENDEZ,E.,LAAYOUN,A.,LAURENT,A.	BERNAL-MENDEZ et al.	
JA417615	JA417615.1	JA417615	XXXX-XX-XX					27			2011-09-11	2011-09-11		BERNAL-MENDEZ,E.,LAAYOUN,A.,LAURENT,A.	BERNAL-MENDEZ et al.	
JA417616	JA417616.1	JA417616	XXXX-XX-XX					56			2011-09-11	2011-09-11		BERNAL-MENDEZ,E.,LAAYOUN,A.,LAURENT,A.	BERNAL-MENDEZ et al.	
JA417617	JA417617.1	JA417617	XXXX-XX-XX					38			2011-09-11	2011-09-11		BERNAL-MENDEZ,E.,LAAYOUN,A.,LAURENT,A.	BERNAL-MENDEZ et al.	
JF325877	JF325877.1	NCL174-03/04	2004-02-09	Europe	United Kingdom			1620	Homo sapiens		2011-08-13	2011-08-13		Tedcastle,A.B.,Fenwick,F.I.,Toms,G.L.	Tedcastle et al.	Newcastle University, Institute of Cellular Medicine
JF325878	JF325878.1	NCL174-03/04	2004-02-09	Europe	United Kingdom			654	Homo sapiens		2011-08-13	2011-08-13		Tedcastle,A.B.,Fenwick,F.I.,Toms,G.L.	Tedcastle et al.	Newcastle University, Institute of Cellular Medicine
JF325879	JF325879.1	NCL174-03/04	2004-02-09	Europe	United Kingdom			552	Homo sapiens		2011-08-13	2011-08-13		Tedcastle,A.B.,Fenwick,F.I.,Toms,G.L.	Tedcastle et al.	Newcastle University, Institute of Cellular Medicine
JF325880	JF325880.1	NCL128-03/04	2004-01-27	Europe	United Kingdom			1620	Homo sapiens		2011-08-13	2011-08-13		Tedcastle,A.B.,Fenwick,F.I.,Toms,G.L.	Tedcastle et al.	Newcastle University, Institute of Cellular Medicine
JF325881	JF325881.1	NCL128-03/04	2004-01-27	Europe	United Kingdom			696	Homo sapiens		2011-08-13	2011-08-13		Tedcastle,A.B.,Fenwick,F.I.,Toms,G.L.	Tedcastle et al.	Newcastle University, Institute of Cellular Medicine
JF325882	JF325882.1	NCL228-03/04	2004-02-23	Europe	United Kingdom			552	Homo sapiens		2011-08-13	2011-08-13		Tedcastle,A.B.,Fenwick,F.I.,Toms,G.L.	Tedcastle et al.	Newcastle University, Institute of Cellular Medicine
JF509957	JF509957.1	JF509957	2008-06-03	Europe	Lithuania			1185	Homo sapiens		2011-05-07	2011-09-26		Petraityte-Burneikiene,R.,Nalivaiko,K.,Lasickiene,R.,Firantiene,R.,Emuzyte,R.,Sasnauskas,K.,Zvirbliene,A.	Petraityte-Burneikiene et al.	Institute of Biotechnology, Vilnius University
JF723501	JF723501.1	VLR(SNH)011	2010-12-08	Asia	India			302	Homo sapiens		2011-06-08	2016-07-25		Sankar,S.,Nandagopal,B.,Sridharan,G.,Broor,S.,Simoes,E.A.F.	Sankar et al.	Sri Narayani Hospital and Research Centre, Division of Biomedical Research
JF723502	JF723502.1	VLR(SNH)025	2011-01-14	Asia	India			354	Homo sapiens		2011-06-08	2016-07-25		Sankar,S.,Nandagopal,B.,Sridharan,G.,Broor,S.,Simoes,E.A.F.	Sankar et al.	Sri Narayani Hospital and Research Centre, Division of Biomedical Research
JF723503	JF723503.1	VLR(SNH)026	2011-01-14	Asia	India			354	Homo sapiens		2011-06-08	2016-07-25		Sankar,S.,Nandagopal,B.,Sridharan,G.,Broor,S.,Simoes,E.A.F.	Sankar et al.	Sri Narayani Hospital and Research Centre, Division of Biomedical Research
JF723504	JF723504.1	VLR(SNH)027	2011-01-14	Asia	India			329	Homo sapiens		2011-06-08	2016-07-25		Sankar,S.,Nandagopal,B.,Sridharan,G.,Broor,S.,Simoes,E.A.F.	Sankar et al.	Sri Narayani Hospital and Research Centre, Division of Biomedical Research
JF723505	JF723505.1	VLR(SNH)028	2011-01-14	Asia	India			313	Homo sapiens		2011-06-08	2016-07-25		Sankar,S.,Nandagopal,B.,Sridharan,G.,Broor,S.,Simoes,E.A.F.	Sankar et al.	Sri Narayani Hospital and Research Centre, Division of Biomedical Research
JF907707	JF907707.1	BS1	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907708	JF907708.1	BS2	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907709	JF907709.1	BS3	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907710	JF907710.1	BS4	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907711	JF907711.1	BS5	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907712	JF907712.1	BS6	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907713	JF907713.1	BS7	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907714	JF907714.1	BS8	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907715	JF907715.1	BS9	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907716	JF907716.1	BS10	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907717	JF907717.1	BS11	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907718	JF907718.1	BS12	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907719	JF907719.1	BS13	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907720	JF907720.1	BS14	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907721	JF907721.1	BS15	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907722	JF907722.1	BS16	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907723	JF907723.1	BS17	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907724	JF907724.1	BS18	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907725	JF907725.1	BS19	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907726	JF907726.1	BS20	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907727	JF907727.1	BS21	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907728	JF907728.1	BS22	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907729	JF907729.1	BS23	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907730	JF907730.1	BS24	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907731	JF907731.1	BS25	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907732	JF907732.1	BS26	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907733	JF907733.1	BS27	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907734	JF907734.1	BS28	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907735	JF907735.1	BS29	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907736	JF907736.1	BS30	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907737	JF907737.1	BS31	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907738	JF907738.1	BS32	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907739	JF907739.1	BS33	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907740	JF907740.1	BS34	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907741	JF907741.1	BS35	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907742	JF907742.1	BS36	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907743	JF907743.1	BS37	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907744	JF907744.1	BS38	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907745	JF907745.1	BS39	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907746	JF907746.1	BS40	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907747	JF907747.1	BS41	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907748	JF907748.1	BS42	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907749	JF907749.1	BS43	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907750	JF907750.1	BS44	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907751	JF907751.1	BS45	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907752	JF907752.1	BS46	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
JF907753	JF907753.1	BS47	XXXX-XX-XX	Europe	Italy	Brescia		435	Homo sapiens		2012-01-15	2016-07-25		Lo Presti,A.,Cammarota,R.,Apostoli,P.,Cella,E.,Fiorentini,S.,Babakir-Mina,M.,Ciotti,M.,Ciccozzi,M.	Lo Presti et al.	University of Brescia Medical School, Department of Experimental and Applied Medicine, Section of Microbiology
